anuncio/propriedade,tipo,CÓDIGO,FREGUESIA,CONCELHO,DISTRITO,area(m²),valor renda(€/mes),N_EDIFICIOS_1OU2_PISOS,N_EDIFICIOS_3OU4_PISOS,N_EDIFICIOS_5OU_MAIS_PISOS,N_EDIFICIOS_EXCLUS_RESIDENCIAL,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_VAGOS_TOTAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_VEND_ARRE,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OUTR_MOTIVOS,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_INDIVIDUOS,N_INDIVIDUOS_0A14,N_INDIVIDUOS_15A24,N_INDIVIDUOS_25A64,N_INDIVIDUOS_65_OU_MAIS,N_INDIVIDUO_ENSINCOMP_NENHUM,N_INDIVIDUO_ENSINCOMP_1BAS,N_INDIVIDUO_ENSINCOMP_2BAS,N_INDIVIDUO_ENSINCOMP_3BAS,N_INDIVIDUO_ENSINCOMP_SEC_E_POSSEC,N_INDIVIDUO_ENSINCOMP_SUP,N_INDIVIDUOS_COM_ATIVIDADE_ECONOMICA,N_INDIVIDUOS_SEM_ATIVIDADE_ECONOMICA,N_INDIVIDUOS_EMPREGADOS,N_INDIVIDUOS_DESEMPREGADOS_1EMP,N_INDIVIDUOS_DESEMPREGADOS_NOVOEMP,N_INDIVIDUOS_REFORMADOS,N_INDIVIDUOS_NAC_ESTRANGEIRA,RENDA BRUTA ANUAL 
T0 totalmente renovado no centro de Sintra - Estefânia,Apartamento,111128,SINTRA,SINTRA,LISBOA,60.0,900,7953,1643,162,9688,14820,1779,803,976,7834,2708,29896,4262,3429,16195,6010,3536,4442,2473,4671,7376,7398,14290,15606,13269,83,938,5554,2082,9057.0
"Apartamento T3 para arrendamento no 14º andar da Flower Tower , em Leç",Apartamento,130812,MATOSINHOS,MATOSINHOS,PORTO,87.41,1750,4880,1405,945,7054,24642,2295,1094,1201,12648,6487,49034,6447,4787,26644,11156,5695,9246,4484,6502,9959,13148,23627,25407,21177,256,2194,10663,2162,9937.0
"Moradia no condomínio fechado ""Casas das Vinhas"" Bombarral-Carvalhal",Moradia,100506,BOMBARRAL,BOMBARRAL,LEIRIA,155.0,1900,2281,334,83,2686,4105,783,258,525,1994,639,6886,871,735,3497,1783,864,1564,788,1168,1563,939,3095,3791,2861,17,217,1603,293,7487.0
T2 Mobilado Benfica/ Colombo,Apartamento,110608,BENFICA,LISBOA,LISBOA,90.0,1600,1050,350,1093,2274,20892,2434,998,1436,9441,5877,35362,4101,3193,17593,10475,3736,5285,2489,4844,7051,11957,15811,19551,14590,136,1085,9824,2116,13415.0
"""Arrendamento Exclusivo: Conforto e Charme na Quinta da Beloura, entre",Apartamento,111128,SINTRA,SINTRA,LISBOA,70.0,1500,7953,1643,162,9688,14820,1779,803,976,7834,2708,29896,4262,3429,16195,6010,3536,4442,2473,4671,7376,7398,14290,15606,13269,83,938,5554,2082,9057.0
Excelente moradia T4 totalmente renovada em São João do Estoril,Moradia,110508,CASCAIS,CASCAIS,LISBOA,110.0,3000,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
"T1 com terraço no centro de Oeiras, Bairro Augusto Castro",Apartamento,111014,OEIRAS,OEIRAS,LISBOA,40.0,1000,2161,2668,1342,5931,31345,3283,1031,2252,16841,6884,58094,7426,5869,29906,14893,6069,6144,3699,8237,13548,20397,27182,30912,25148,167,1867,13562,4759,12916.0
Apartamento T3 - ARRENDAMENTO - MOBILADO,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,185.1,12500,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
Moradia T4 para arrendamento,Moradia,110508,CASCAIS,CASCAIS,LISBOA,234.36,12500,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
Herdade da Aroeira  Moradia T6+2,Moradia,150314,CHARNECA DE CAPARICA,ALMADA,SETUBAL,238.0,12500,13992,3061,361,17353,25856,1492,665,827,14531,2854,48733,7599,5340,25763,10031,5902,7353,4083,7234,11892,12269,23244,25489,21506,159,1579,9750,2622,9927.0
Moradia T4 para arrendamento,Moradia,110508,CASCAIS,CASCAIS,LISBOA,257.0,12500,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
Arrendamento de Excelente T4 na Av. Dr. Antunes Guimarães Porto,Apartamento,131216,ALDOAR,PORTO,PORTO,133.0,1900,2543,1820,439,4706,14071,1455,543,912,7589,3332,29085,3988,3229,14220,7648,3172,3898,2148,3426,5062,11379,12693,16392,11618,139,936,6816,1235,11352.0
Apartamento T3+1 para arrendamento sem móveis em Miraflores,Apartamento,111012,ALGES,OEIRAS,LISBOA,165.0,2000,961,1235,1238,3259,25478,2609,796,1813,14027,5644,47936,6497,4851,24276,12312,5041,5501,3088,6464,10410,17432,22730,25206,21139,104,1487,11294,3603,12916.0
"Apartamento T2 Smart (T1+1), novo, para arrendamento em L...",Apartamento,130812,MATOSINHOS,MATOSINHOS,PORTO,71.5,1300,4880,1405,945,7054,24642,2295,1094,1201,12648,6487,49034,6447,4787,26644,11156,5695,9246,4484,6502,9959,13148,23627,25407,21177,256,2194,10663,2162,9937.0
"Apartamento T1 para arrendamento, sem móveis nas Avenidas Novas",Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,82.0,2500,122,460,1177,1416,14812,2258,1034,1224,5008,4488,23261,3047,2480,12276,5458,2595,1875,1130,2172,3925,11564,11421,11840,10761,62,598,4727,2318,13415.0
"Apartamento T1 no ultimo Piso - Praia da Granja, Gaia",Apartamento,131701,ARCOZELO,VILA NOVA DE GAIA,PORTO,71.45,900,3319,714,79,4092,7199,608,208,400,4123,1342,15144,2052,1588,8411,3093,1739,2747,1458,2174,3254,3772,7524,7620,6824,79,621,2923,377,8928.0
Apartamento T3 para arrendamento,Apartamento,110507,CARCAVELOS,CASCAIS,LISBOA,105.0,1500,3368,2417,1012,6625,25081,2367,859,1508,13405,5019,46529,6193,4914,23874,11548,4781,4547,2915,6157,11312,16817,21502,25027,19800,149,1553,10669,4797,11268.0
Apartamento T2 para arrendamento na Amadora,Apartamento,111013,CARNAXIDE,OEIRAS,LISBOA,102.0,1450,1818,1245,529,3509,16563,1176,527,649,10190,3511,36079,5750,3883,18437,8009,4529,4723,2808,5103,8039,10877,17045,19034,15814,96,1135,7583,1823,12916.0
T1 Carcavelos frente praia,Apartamento,110507,CARCAVELOS,CASCAIS,LISBOA,65.0,1200,3368,2417,1012,6625,25081,2367,859,1508,13405,5019,46529,6193,4914,23874,11548,4781,4547,2915,6157,11312,16817,21502,25027,19800,149,1553,10669,4797,11268.0
Apartamento T3,Apartamento,30377,NOGUEIRA,BRAGA,BRAGA,163.0,850,907,1568,229,2685,6313,371,195,176,4035,1189,15015,2571,1508,8690,2246,2016,1827,1158,1780,2996,5238,7973,7042,7519,22,432,2255,654,9164.0
Andar moradia t1+1 rio tinto Porto metro campainha,Apartamento,131505,VALONGO,VALONGO,PORTO,60.0,700,2756,1190,319,4249,11246,718,336,382,7072,2362,25882,3887,2905,15264,3826,3035,4466,2857,4362,6658,4504,13778,12104,12501,120,1157,4006,540,8371.0
Apartamento T3 para arrendamento,Apartamento,110654,ALVALADE,LISBOA,LISBOA,74.8,1350,504,1140,845,2194,18924,2447,888,1559,7633,5791,33309,4639,3329,17104,8237,3861,3172,1864,3486,5899,15027,15920,17389,14959,87,874,7310,1793,13415.0
"T2  em Campo Grande, Alvalade",Apartamento,110654,ALVALADE,LISBOA,LISBOA,71.0,1800,504,1140,845,2194,18924,2447,888,1559,7633,5791,33309,4639,3329,17104,8237,3861,3172,1864,3486,5899,15027,15920,17389,14959,87,874,7310,1793,13415.0
Apartamento T1 para arrendamento,Apartamento,110665,SANTA MARIA MAIOR,LISBOA,LISBOA,60.0,950,436,879,663,1257,7718,2415,1377,1038,1101,3134,10051,875,853,6296,2027,1349,1671,775,1389,2307,2560,5284,4767,4566,64,654,1926,3345,13415.0
Apartamento T3 para arrendamento,Apartamento,10702,ESPINHO,ESPINHO,AVEIRO,156.1,1500,1456,619,261,2290,6399,690,272,418,2418,1785,10432,1075,1040,5231,3086,1010,1817,856,1536,2391,2822,4622,5810,4151,38,433,2821,394,8872.0
Apartamento T1 para arrendamento,Apartamento,110665,SANTA MARIA MAIOR,LISBOA,LISBOA,55.0,1000,436,879,663,1257,7718,2415,1377,1038,1101,3134,10051,875,853,6296,2027,1349,1671,775,1389,2307,2560,5284,4767,4566,64,654,1926,3345,13415.0
Apartamento T1 para Arrendar Canidelo Gardens I,Apartamento,131704,CANIDELO,VILA NOVA DE GAIA,PORTO,42.42,950,4323,859,307,5446,13763,1005,478,527,7724,2873,28054,3788,2834,15727,5705,3257,5621,2949,4267,6326,5634,13712,14342,12217,150,1345,5700,986,8928.0
Apartamento T2 para arrendamento,Apartamento,131210,PARANHOS,PORTO,PORTO,78.0,1000,3938,2527,813,7034,27478,2979,1551,1428,9534,9904,45883,4827,4785,24582,11689,4615,7727,3716,6189,9380,14256,21489,24394,18944,243,2302,11265,3109,11352.0
T2 Mobilado e Equipado no Centro do Carvalhido - Porto,Apartamento,131210,PARANHOS,PORTO,PORTO,95.0,1100,3938,2527,813,7034,27478,2979,1551,1428,9534,9904,45883,4827,4785,24582,11689,4615,7727,3716,6189,9380,14256,21489,24394,18944,243,2302,11265,3109,11352.0
T1+1 Luxo Vila Nova de Gaia,Apartamento,131727,MAFAMUDE,VILA NOVA DE GAIA,PORTO,85.0,1500,4498,2028,1036,7441,26319,2459,1186,1273,14300,6744,52844,5888,5499,29026,12431,5322,9138,5020,8156,12599,12609,25726,27118,22684,290,2752,12078,2965,8928.0
Apartamento T3 Dúplex Manta Rota - NUMAR RESIDENCE_LN_0104,Apartamento,81601,VILA NOVA DE CACELA,VILA REAL DE SANTO ANTONIO,FARO,90.0,1200,3540,290,41,3855,5954,1048,905,143,1162,269,3873,448,332,1930,1163,561,830,405,704,895,478,1533,2340,1394,18,121,1109,551,7730.0
Moradia T5 para arrendamento na Quinta da Marinha,Moradia,110508,CASCAIS,CASCAIS,LISBOA,300.0,12000,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
Timesharing em Agosto - Hotel D. Pedro Vilamoura,Apartamento,80805,QUARTEIRA,LOULE,FARO,55.0,12000,6929,2108,622,9397,32446,3159,2735,424,5811,3335,24420,3315,2513,13644,4948,3643,3878,2305,4507,6435,3652,11864,12556,10095,101,1668,4577,5106,8677.0
Para arrendar | Fabulosa Moradia T6 | com jardim e piscina na zona nob,Moradia,110658,BELEM,LISBOA,LISBOA,350.0,12000,1373,1193,319,2762,9389,1429,550,879,4282,2294,16546,2468,1729,7958,4391,1843,1628,915,1789,2916,7455,7467,9079,7039,33,395,3815,1178,13415.0
Para Arrendamento | Moradia T6 | Restelo,Moradia,110658,BELEM,LISBOA,LISBOA,350.0,12000,1373,1193,319,2762,9389,1429,550,879,4282,2294,16546,2468,1729,7958,4391,1843,1628,915,1789,2916,7455,7467,9079,7039,33,395,3815,1178,13415.0
Apartamento T4 em condomínio no Gandarinha em Cascais,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,205.0,12000,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
"Moradia T7 para arrendamento com jardim e piscina em Galamares, Sintra",Moradia,111128,SINTRA,SINTRA,LISBOA,670.0,11800,7953,1643,162,9688,14820,1779,803,976,7834,2708,29896,4262,3429,16195,6010,3536,4442,2473,4671,7376,7398,14290,15606,13269,83,938,5554,2082,9057.0
Apartamento T1 para arrendamento,Apartamento,110664,SANTA CLARA,LISBOA,LISBOA,50.0,1250,988,313,374,1610,10931,992,537,455,3839,4795,23645,4462,2882,12430,3871,4128,4527,2583,3458,4387,4562,10564,13081,9182,234,1148,3662,2045,13415.0
"Amplo T2 com cozinha totalmente equipada, arrecadação e lugar de garag",Apartamento,110621,MARVILA,LISBOA,LISBOA,90.0,1500,605,152,733,1426,16810,1489,671,818,6351,7052,35479,4698,3751,18489,8541,5145,8873,4167,6132,6869,4293,15434,20045,13323,242,1869,8592,1924,13415.0
"Apartamento T2 com Terraço e Garagem Box em Atibá - Alcabideche, Casca",Apartamento,110501,ALCABIDECHE,CASCAIS,LISBOA,90.0,1750,8754,1787,283,10732,20190,1973,918,1055,10350,4810,44165,6687,5235,23299,8944,5753,7355,4133,7305,10708,8911,20433,23732,18572,134,1727,8237,4474,11268.0
Apartamento T6 para arrendamento,Apartamento,110655,AREEIRO,LISBOA,LISBOA,170.0,2450,190,418,769,1156,12546,1758,1028,730,4703,3788,21160,2779,2217,11102,5062,2315,1983,1157,2201,3915,9589,10401,10759,9641,66,694,4431,1663,13415.0
T2+1 Totalmente Renovado,Apartamento,110607,BEATO,LISBOA,LISBOA,63.0,1450,1046,455,229,1673,7525,1299,399,900,2258,2987,12183,1351,1148,6542,3142,1557,2315,1067,1977,2597,2670,5698,6485,4966,73,659,3028,1442,13415.0
T3 Duplex na Lapa com Jardim Privado de 45m2,Apartamento,110660,ESTRELA,LISBOA,LISBOA,90.0,2950,813,1232,736,2489,12677,2564,915,1649,3688,4558,20267,3013,2107,10956,4191,2478,2179,1179,2068,3746,8617,9945,10322,9254,63,628,3698,2909,13415.0
Apartamento T3 | Arrendar | Leça da Palmeira | Varanda | Garagem,Apartamento,130812,MATOSINHOS,MATOSINHOS,PORTO,150.0,1550,4880,1405,945,7054,24642,2295,1094,1201,12648,6487,49034,6447,4787,26644,11156,5695,9246,4484,6502,9959,13148,23627,25407,21177,256,2194,10663,2162,9937.0
Excelente Oportunidade de Arrendamento no Parque das Nações,Apartamento,110662,PARQUE DAS NACOES,LISBOA,LISBOA,125.0,2500,135,81,561,663,11325,1151,495,656,5703,2847,22382,3961,2701,12321,3399,2946,2262,1666,2491,3652,9365,10966,11416,10201,85,680,3112,2137,13415.0
Apartamento T4 para arrendamento,Apartamento,110660,ESTRELA,LISBOA,LISBOA,157.0,3600,813,1232,736,2489,12677,2564,915,1649,3688,4558,20267,3013,2107,10956,4191,2478,2179,1179,2068,3746,8617,9945,10322,9254,63,628,3698,2909,13415.0
Apartamento T3 para arrendamento,Apartamento,110611,CARNIDE,LISBOA,LISBOA,100.0,1800,862,102,419,1326,9022,831,297,534,4300,2601,18028,2462,2008,9289,4269,2246,2774,1386,2422,3093,6107,8322,9706,7604,84,634,4044,859,13415.0
Apartamento T2 para arrendamento,Apartamento,111413,ALVERCA DO RIBATEJO,VILA FRANCA DE XIRA,LISBOA,134.0,1700,2150,1205,840,4105,17394,1374,647,727,10920,3337,36465,5379,3769,20099,7218,4506,6045,3262,6165,9714,6773,18460,18005,17046,118,1296,7126,2435,9551.0
Apartamento T1 para arrendamento,Apartamento,110607,BEATO,LISBOA,LISBOA,55.0,1200,1046,455,229,1673,7525,1299,399,900,2258,2987,12183,1351,1148,6542,3142,1557,2315,1067,1977,2597,2670,5698,6485,4966,73,659,3028,1442,13415.0
Moradia T3 no monte em Santo André!,Moradia,150907,SANTO ANDRE,SANTIAGO DO CACEM,SETUBAL,135.0,1500,2516,396,30,2910,6019,454,264,190,3488,596,10309,1435,857,5406,2611,1318,1655,948,1833,2927,1628,4817,5492,4455,27,335,2448,416,9818.0
Apartamento T2 para arrendamento,Apartamento,60520,BUARCOS,FIGUEIRA DA FOZ,COIMBRA,71.0,790,3756,1963,508,6155,19130,2430,1759,671,5118,2444,18386,1935,1732,9256,5463,1956,3221,1583,2973,4325,4328,7960,10426,7167,76,717,5213,1312,9400.0
T0 para Arrendamento Rua de Gondarém,Apartamento,131216,ALDOAR,PORTO,PORTO,40.0,790,2543,1820,439,4706,14071,1455,543,912,7589,3332,29085,3988,3229,14220,7648,3172,3898,2148,3426,5062,11379,12693,16392,11618,139,936,6816,1235,11352.0
Apartamento T3 -Fonte Nova -Aveiro,Apartamento,10517,GLORIA,AVEIRO,AVEIRO,218.0,1550,1539,1050,689,3114,13392,1613,936,677,5065,3829,21227,2547,2315,11865,4500,2124,2296,1361,2560,4487,8399,10878,10349,10185,68,625,4174,1990,10205.0
Apartamento T2 para arrendamento,Apartamento,110663,PENHA DE FRANCA,LISBOA,LISBOA,72.0,2000,569,1053,803,2246,17710,2867,1485,1382,5732,6560,28475,3076,2593,16222,6584,3321,4297,2005,4024,6378,8450,14393,14082,12926,111,1356,6289,4250,13415.0
Apartamento T5 para arrendamento,Apartamento,60318,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,165.48,1200,3229,2138,1157,6437,25647,4596,1311,3285,11877,5507,41150,5064,4032,21949,10105,4097,4158,2226,4269,7474,18926,20508,20642,19336,84,1088,9184,2067,11220.0
Apartamento T1 remodelado - Murtal - Parede,Apartamento,110507,CARCAVELOS,CASCAIS,LISBOA,62.0,775,3368,2417,1012,6625,25081,2367,859,1508,13405,5019,46529,6193,4914,23874,11548,4781,4547,2915,6157,11312,16817,21502,25027,19800,149,1553,10669,4797,11268.0
Fabuloso apartamento T3 com uma área bruta total de 202m2,Apartamento,110654,ALVALADE,LISBOA,LISBOA,154.0,2600,504,1140,845,2194,18924,2447,888,1559,7633,5791,33309,4639,3329,17104,8237,3861,3172,1864,3486,5899,15027,15920,17389,14959,87,874,7310,1793,13415.0
Aluguer vivenda r/c,Moradia,60902,MIRANDA DO CORVO,MIRANDA DO CORVO,COIMBRA,100.0,300,2301,498,63,2855,4021,792,384,408,2222,434,7102,819,778,3740,1765,883,1642,779,1212,1598,988,3272,3830,3091,21,160,1811,219,7502.0
T2+1 Marquês de Pombal,Apartamento,110666,SANTO ANTONIO,LISBOA,LISBOA,85.0,1600,171,639,661,1082,8271,2086,1216,870,2123,2610,11060,1306,1063,6312,2379,1221,1020,572,1120,2104,5023,5693,5367,5323,27,343,2116,1918,13415.0
Moradia T3 para arrendamento,Moradia,100607,LANDAL,CALDAS DA RAINHA,LEIRIA,122.0,750,550,5,0,555,564,83,50,33,313,21,938,112,95,483,248,146,266,103,167,175,81,412,526,385,3,24,253,36,8539.0
T3 Cruz Quebrada-Dafundo com vista Rio,Apartamento,111012,ALGES,OEIRAS,LISBOA,120.0,3300,961,1235,1238,3259,25478,2609,796,1813,14027,5644,47936,6497,4851,24276,12312,5041,5501,3088,6464,10410,17432,22730,25206,21139,104,1487,11294,3603,12916.0
Apartamento Soltroia T1+1 a um minuto do rio e 5 mins da praia,Apartamento,150106,COMPORTA,ALCACER DO SAL,SETUBAL,70.0,2500,1057,9,0,1065,1174,159,104,55,353,24,1094,127,99,570,298,200,316,167,157,182,72,489,605,458,2,29,282,53,8062.0
Arrendamento de Apartamento T3 | Afonsoeiro/ Montijo,Apartamento,150710,MONTIJO,MONTIJO,SETUBAL,99.0,1200,4418,1039,1015,6391,20209,2259,1116,1143,10926,4699,41404,7085,4306,22932,7081,6072,6167,3661,6666,10580,8258,20730,20674,18731,191,1808,6978,3837,9007.0
Apartamento T3 para arrendar,Apartamento,11106,PAMPILHOSA,MEALHADA,AVEIRO,100.0,550,1442,159,16,1617,2055,326,126,200,1236,206,3858,472,392,2068,926,423,783,437,693,881,641,1846,2012,1755,6,85,931,69,8737.0
T3 triplex em condomínio fechado na Lapa,Apartamento,110660,ESTRELA,LISBOA,LISBOA,200.0,11500,813,1232,736,2489,12677,2564,915,1649,3688,4558,20267,3013,2107,10956,4191,2478,2179,1179,2068,3746,8617,9945,10322,9254,63,628,3698,2909,13415.0
"Apartamento T3+1 triplex para arrendamento mobilado na Estrela, Lisboa",Apartamento,110660,ESTRELA,LISBOA,LISBOA,214.98,11500,813,1232,736,2489,12677,2564,915,1649,3688,4558,20267,3013,2107,10956,4191,2478,2179,1179,2068,3746,8617,9945,10322,9254,63,628,3698,2909,13415.0
Moradia T5 para arrendamento,Moradia,111014,OEIRAS,OEIRAS,LISBOA,243.0,11000,2161,2668,1342,5931,31345,3283,1031,2252,16841,6884,58094,7426,5869,29906,14893,6069,6144,3699,8237,13548,20397,27182,30912,25148,167,1867,13562,4759,12916.0
T4 flat for rent in rua Fernão Lopes,Apartamento,110656,ARROIOS,LISBOA,LISBOA,346.0,11000,271,1150,1532,2362,20906,3890,1559,2331,6130,7674,33302,3456,3135,20036,6675,3945,3450,1702,3726,7224,13255,17939,15363,16499,101,1339,5987,7770,13415.0
"Moradia T4 com piscina e jardim em Barcarena, Oeiras",Moradia,111002,BARCARENA,OEIRAS,LISBOA,511.0,10900,1117,1148,219,2461,6643,510,196,314,4417,1028,14451,2301,1564,7798,2788,1758,2071,1234,2140,3450,3798,7194,7257,6693,51,450,2716,617,12916.0
Apartamento T3 para arrendamento,Apartamento,130812,MATOSINHOS,MATOSINHOS,PORTO,122.0,1400,4880,1405,945,7054,24642,2295,1094,1201,12648,6487,49034,6447,4787,26644,11156,5695,9246,4484,6502,9959,13148,23627,25407,21177,256,2194,10663,2162,9937.0
Arrenda T2 Colinas do Cruzeiro com Box para 3 carros,Apartamento,111603,ODIVELAS,ODIVELAS,LISBOA,120.0,1800,1122,993,1375,3199,29663,2455,927,1528,16772,6472,59586,9121,6042,32334,12089,7868,9506,5075,9102,14444,13591,29577,30009,27123,275,2179,11497,6407,9657.0
Apartamento T3 varanda e lugar de garagem,Apartamento,141633,SANTAREM,SANTAREM,SANTAREM,123.9,950,4304,1110,782,6070,16372,2235,1118,1117,8082,3760,30017,4335,3304,15752,6626,3771,4412,2657,4767,7099,7311,14242,15775,13277,100,865,6540,1738,9079.0
Apartamento T2 | Senhora da Hora,Apartamento,130814,SAO MAMEDE DE INFESTA,MATOSINHOS,PORTO,72.0,1300,4737,2104,849,7571,25182,2169,1047,1122,14007,5807,49832,5762,4856,27452,11762,5009,9065,4526,7368,11367,12497,24411,25421,22096,245,2070,11692,1779,9937.0
Apartamento T1 para arrendamento,Apartamento,110661,MISERICORDIA,LISBOA,LISBOA,72.0,1650,282,1048,677,1286,8665,2869,1847,1022,1631,2926,9658,953,864,5608,2233,1069,1353,680,1216,2053,3287,4925,4733,4419,36,470,2046,1803,13415.0
Moradia T6 no Estoril,Moradia,110508,CASCAIS,CASCAIS,LISBOA,380.0,10500,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
Apartamento T5 para arrendamento,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,396.0,10500,122,460,1177,1416,14812,2258,1034,1224,5008,4488,23261,3047,2480,12276,5458,2595,1875,1130,2172,3925,11564,11421,11840,10761,62,598,4727,2318,13415.0
MORADIA T6 EM ESTORIL,Moradia,110508,CASCAIS,CASCAIS,LISBOA,260.0,10500,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
"Moradia T6 para arrendamento mobilada, com jardim e piscina no Estoril",Moradia,110508,CASCAIS,CASCAIS,LISBOA,290.0,10500,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
"Moradia T5 + 3 no centro do Estoril, com piscina e amplo ...",Moradia,110508,CASCAIS,CASCAIS,LISBOA,532.1,10500,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
"Moradia T6 com piscina no Estoril, Cascais",Moradia,110508,CASCAIS,CASCAIS,LISBOA,290.26,10500,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
T3 Novo - Mobilado - Condomínio privado - Campo Grande 200,Apartamento,110654,ALVALADE,LISBOA,LISBOA,120.0,3500,504,1140,845,2194,18924,2447,888,1559,7633,5791,33309,4639,3329,17104,8237,3861,3172,1864,3486,5899,15027,15920,17389,14959,87,874,7310,1793,13415.0
T2 Centro de Espinho - Rua 18,Apartamento,10702,ESPINHO,ESPINHO,AVEIRO,90.0,1100,1456,619,261,2290,6399,690,272,418,2418,1785,10432,1075,1040,5231,3086,1010,1817,856,1536,2391,2822,4622,5810,4151,38,433,2821,394,8872.0
Apartamento T4 | Arrendar | Matosinhos Sul | Mobilado e equipado,Apartamento,130812,MATOSINHOS,MATOSINHOS,PORTO,201.0,3200,4880,1405,945,7054,24642,2295,1094,1201,12648,6487,49034,6447,4787,26644,11156,5695,9246,4484,6502,9959,13148,23627,25407,21177,256,2194,10663,2162,9937.0
Moradia T3 em São Pedro do Estoril,Moradia,110508,CASCAIS,CASCAIS,LISBOA,167.0,3500,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
ARRENDAMENTO T3 COM VISTA FANTÁSTICA TERRAÇO E BOX PARA 2 CARROS,Apartamento,110662,PARQUE DAS NACOES,LISBOA,LISBOA,144.0,4200,135,81,561,663,11325,1151,495,656,5703,2847,22382,3961,2701,12321,3399,2946,2262,1666,2491,3652,9365,10966,11416,10201,85,680,3112,2137,13415.0
Apartamento T3 para arrendamento,Apartamento,111012,ALGES,OEIRAS,LISBOA,140.0,4650,961,1235,1238,3259,25478,2609,796,1813,14027,5644,47936,6497,4851,24276,12312,5041,5501,3088,6464,10410,17432,22730,25206,21139,104,1487,11294,3603,12916.0
"T1+1 em condomínio com terraço, piscina, sauna e ginásio",Apartamento,150303,COSTA DA CAPARICA,ALMADA,SETUBAL,60.0,1636,2309,495,358,3083,13833,788,329,459,3775,1980,13968,1731,1190,7565,3482,1585,2066,1167,2304,3438,3408,6487,7481,5814,59,614,3354,1570,9927.0
Apartamento T4 - Arrendamento,Apartamento,31250,ANTAS,VILA NOVA DE FAMALICAO,BRAGA,223.5,2000,1142,328,103,1554,3626,307,187,120,2080,794,8195,1303,921,4579,1392,1039,1409,916,1188,1763,1880,4212,3983,3898,31,283,1457,279,8506.0
T2+1 Alameda Dom Afonso Henriques,Apartamento,110655,AREEIRO,LISBOA,LISBOA,82.0,1650,190,418,769,1156,12546,1758,1028,730,4703,3788,21160,2779,2217,11102,5062,2315,1983,1157,2201,3915,9589,10401,10759,9641,66,694,4431,1663,13415.0
T2+1 renovado com Terraço e 2 WC,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,83.0,1800,122,460,1177,1416,14812,2258,1034,1224,5008,4488,23261,3047,2480,12276,5458,2595,1875,1130,2172,3925,11564,11421,11840,10761,62,598,4727,2318,13415.0
